id	filename	md5	size	state
b132ecba-3539-4a3a-85ff-a01b10dd520c	b132ecba-3539-4a3a-85ff-a01b10dd520c/8f929822-1565-49f1-a4e2-7fd7c87780b0.mirnaseq.mirnas.quantification.txt	c5b46317627441d0957ab90bc43436b7	49297	validated
b3d4d72b-d7a5-481c-8f69-285e0c55e713	b3d4d72b-d7a5-481c-8f69-285e0c55e713/8f0ad1d7-4f32-4a09-a190-b570a0a3b727.mirnaseq.mirnas.quantification.txt	e742542574ac913dde9de381b2ccb4e8	49309	validated
b47bb11e-aad5-4ae5-b191-76413da56ed3	b47bb11e-aad5-4ae5-b191-76413da56ed3/fa5f6a7f-6a48-4b92-a44e-665bd27ea16b.mirnaseq.mirnas.quantification.txt	a55c10784e78c4ba7a20824116fe36d4	49354	validated
b3e8f75a-5d6f-41cd-9d07-8cd79a316f29	b3e8f75a-5d6f-41cd-9d07-8cd79a316f29/ae35e7a3-cadc-4f10-890c-d24d5a0f27a4.mirnaseq.mirnas.quantification.txt	8e09f80d979aaf390bbf5dec3f235ed0	49297	validated
b52484bd-d722-40bd-b763-3c79e5bee335	b52484bd-d722-40bd-b763-3c79e5bee335/13cd0acf-33c6-4a1c-84ef-f77a31bba01a.mirnaseq.mirnas.quantification.txt	387131579d6203ab4274d6dd9c743460	49311	validated
b4fc5392-2375-41d1-b76c-2200263d9490	b4fc5392-2375-41d1-b76c-2200263d9490/8d170e58-fc01-4a00-bdf9-64e74cd5e3a7.mirnaseq.mirnas.quantification.txt	3feee3d34271495caebff30c2ae93a19	49495	validated
b7a7e853-691c-450c-88ca-1013510e3a6e	b7a7e853-691c-450c-88ca-1013510e3a6e/000b9cd7-90ed-4325-8391-96b9d440a9f7.mirnaseq.mirnas.quantification.txt	d6e6ebddb8d74e258daa6fd52eedb8a8	49293	validated
8d4cc357-35a1-45cb-a734-50d04affc5a5	8d4cc357-35a1-45cb-a734-50d04affc5a5/01117299-5fc5-4f9e-aa80-fcd600405e25.mirnaseq.mirnas.quantification.txt	f7d52f3b6b4171a09b67a08939dfd8d1	49254	validated
b58f024d-624d-4bbe-94a1-a872ca1de645	b58f024d-624d-4bbe-94a1-a872ca1de645/592d7a2a-eed9-48aa-a047-61c90ec9df55.mirnaseq.mirnas.quantification.txt	7356d5c70b0e655948ac331c174f6599	49514	validated
920f60cd-c571-4ae1-baed-448c76b28d66	920f60cd-c571-4ae1-baed-448c76b28d66/39630b56-0da5-43fd-b3d6-9f9027474610.mirnaseq.mirnas.quantification.txt	66ea279deb79dc732b8a10f0f4348392	49291	validated
8f6e12a7-a094-4e40-a615-55eef699b170	8f6e12a7-a094-4e40-a615-55eef699b170/a554669e-a804-4ccb-9fdb-2612e2537de8.mirnaseq.mirnas.quantification.txt	a0c8e8adf6c22dea199dccaf2c38f1c9	49313	validated
8355dc60-b155-49e8-9fcd-7f7085150798	8355dc60-b155-49e8-9fcd-7f7085150798/598aa409-37dd-419f-95e9-278e768dcbe9.mirnaseq.mirnas.quantification.txt	25615d60ebec13eab870543460942496	49336	validated
8335f7e5-e88d-4e4b-bd9f-009e53ee07fc	8335f7e5-e88d-4e4b-bd9f-009e53ee07fc/d5ee78c5-9d95-4b63-afb2-0163ded519d0.mirnaseq.mirnas.quantification.txt	49822fa85b103838f9c75d2feba5e4db	49557	validated
83654e5d-7448-464c-bba2-e01e20c449a0	83654e5d-7448-464c-bba2-e01e20c449a0/6705e48a-90df-475e-93cf-e686c149f1bb.mirnaseq.mirnas.quantification.txt	2cbc61b4da5f158415a1e8cc185e9b2b	49320	validated
841e213e-5626-420b-a673-478fe92c3451	841e213e-5626-420b-a673-478fe92c3451/1325494d-72e1-4227-addd-965d1787e281.mirnaseq.mirnas.quantification.txt	085814f6a0946867b07604bc8f3f3e23	49607	validated
841199d7-85a7-4d7a-90a1-d19d8882ec45	841199d7-85a7-4d7a-90a1-d19d8882ec45/cc98e168-396d-4a10-bd10-743eab0ae239.mirnaseq.mirnas.quantification.txt	12b8bc7f4c3854423f154fb3ad476052	49320	validated
841bb206-e948-4d78-b1f2-fb2b21a06e11	841bb206-e948-4d78-b1f2-fb2b21a06e11/e01839aa-8322-4601-b769-7c3d86e87265.mirnaseq.mirnas.quantification.txt	d443da5501e0821338b762a82b37fa64	49329	validated
848452e5-d487-4db6-a50f-97bc09d95843	848452e5-d487-4db6-a50f-97bc09d95843/2078ee63-b0c2-4ebf-a808-2c718999e2b5.mirnaseq.mirnas.quantification.txt	8a22f87a84d01e037ea9f2604d10c515	49319	validated
b840f2b7-c370-47a0-a1a4-0113a303a0cd	b840f2b7-c370-47a0-a1a4-0113a303a0cd/c9884a4f-df13-48bc-94f1-6ac4240a3cd3.mirnaseq.mirnas.quantification.txt	078c1de8fc9c935441c80833ad8c9f31	49294	validated
b9a82aa9-00ac-43b5-a0a6-58ceb1accef0	b9a82aa9-00ac-43b5-a0a6-58ceb1accef0/bfade3ad-4cbd-4995-8506-c4fae060b115.mirnaseq.mirnas.quantification.txt	336abb8163f16d9650d266e87c2ccb2a	49282	validated
863b9696-684e-4b48-bdec-48740ed68a1e	863b9696-684e-4b48-bdec-48740ed68a1e/0a696f8b-6d6c-4569-9343-863221fa26ea.mirnaseq.mirnas.quantification.txt	6bd7a02e16fea35f6f6532e8c5edb53d	49323	validated
b8c0afff-1121-42de-a8e7-aa204de252e1	b8c0afff-1121-42de-a8e7-aa204de252e1/2f0f8ed1-3649-4656-a02e-ced6bb169f40.mirnaseq.mirnas.quantification.txt	e42e90a53650b681750f37700a1bcd45	49498	validated
ba1123a2-036e-4ead-b24d-fe55cbb89e2c	ba1123a2-036e-4ead-b24d-fe55cbb89e2c/737360e8-175b-4796-aa32-0b58876f635f.mirnaseq.mirnas.quantification.txt	473d3a1e17abe533916af328f70db342	49317	validated
87856197-10a0-41ae-9f9a-431313d20712	87856197-10a0-41ae-9f9a-431313d20712/1ec2a595-2662-4f36-9e54-c953f4e50046.mirnaseq.mirnas.quantification.txt	b44554cfd1a3b6b4fa821ad15d5953e2	49324	validated
ba9f5e7b-c3c3-41ea-9f51-e5917e6817f2	ba9f5e7b-c3c3-41ea-9f51-e5917e6817f2/ef3bdcef-bb2c-4fb8-8e62-5aa79e521ab9.mirnaseq.mirnas.quantification.txt	7bf9c71d9290b163d7f9c739d13a81fe	49333	validated
89198e4b-51f9-47e4-8052-45ecf9458f25	89198e4b-51f9-47e4-8052-45ecf9458f25/3e980f57-aa15-4c24-8427-159ab1f998b0.mirnaseq.mirnas.quantification.txt	038bfbeab93011d77d7578238b2b7f97	49659	validated
9099c984-92cd-4f91-9a26-4c7a46e84afd	9099c984-92cd-4f91-9a26-4c7a46e84afd/1d61fb1c-8a17-40ab-8514-82c43981ee7a.mirnaseq.mirnas.quantification.txt	743372ff7365d9acb46e18a847430f75	49312	validated
8a4dd37a-5b96-4c74-a5b7-7871b3b5acf8	8a4dd37a-5b96-4c74-a5b7-7871b3b5acf8/e4b5484a-5a73-48da-92cb-47bdefbb5592.mirnaseq.mirnas.quantification.txt	873486c2d857de6e03e6d0b4bc9580a9	49539	validated
8a39337e-1aff-443a-918c-edc5da59c238	8a39337e-1aff-443a-918c-edc5da59c238/bc8e4bdd-99b6-489d-b49c-176eb4cd0dc7.mirnaseq.mirnas.quantification.txt	7f9f86985ac2e2a50a9501aacf543651	49276	validated
bb65fedc-a498-4c68-89da-b448eb1a8e6b	bb65fedc-a498-4c68-89da-b448eb1a8e6b/f0d78f79-a2f4-40e0-bf83-4811b8244b3e.mirnaseq.mirnas.quantification.txt	aa04586c7a60fd865c6e396ebcaf84b7	49373	validated
8b368e14-405f-4677-9502-3cbd63c33ec4	8b368e14-405f-4677-9502-3cbd63c33ec4/d2c8fc8c-fd94-4534-bb71-36a010bc8057.mirnaseq.mirnas.quantification.txt	2ee6fcc2546e0cc8e60ca1b463dba15f	49769	validated
8b344638-5c16-45af-8e7e-43544df30944	8b344638-5c16-45af-8e7e-43544df30944/4e9c719c-3439-4d7f-9d51-93baaca99176.mirnaseq.mirnas.quantification.txt	637c33385a51125ea0c72a7ad7f5f5b1	49286	validated
8f33ef67-354b-4a24-926b-a70274a69624	8f33ef67-354b-4a24-926b-a70274a69624/bccc7410-1439-4300-9cbf-6c5cb14fbdcd.mirnaseq.mirnas.quantification.txt	85b6b58e4e455ad467d821d65aebfe46	49317	validated
9200f61c-fa34-41a6-bd8f-dd586e2802a7	9200f61c-fa34-41a6-bd8f-dd586e2802a7/0b9573ed-8bbc-4bd4-87ef-886920cfe0fc.mirnaseq.mirnas.quantification.txt	ed3cc15d9a61878943898724fa19377c	49534	validated
8b7634e5-0ec8-45ba-a041-207fd13cec26	8b7634e5-0ec8-45ba-a041-207fd13cec26/6e1420a1-c2cf-4de7-9297-752df951f002.mirnaseq.mirnas.quantification.txt	af0fd2dfda601ee3a230befa2ed28d56	49307	validated
cb51dfe2-b19a-41c1-8a2f-f88229065000	cb51dfe2-b19a-41c1-8a2f-f88229065000/30a5f3d7-eeaf-4794-a4ad-390465d1e0cc.mirnaseq.mirnas.quantification.txt	4539b91b40d3f165c7d4ed45d36fcf59	49304	validated
d412e23c-b0ee-4941-82f8-733514d1ecfc	d412e23c-b0ee-4941-82f8-733514d1ecfc/bc7ecd95-4483-48ed-98aa-0c7e74b61ad3.mirnaseq.mirnas.quantification.txt	9d324ed6526962069967ac1bf2d11fb1	49276	validated
c857291b-73b2-4fb5-bf41-12003e29b882	c857291b-73b2-4fb5-bf41-12003e29b882/42bf68e5-a08b-42e1-91f6-55fe0786ab95.mirnaseq.mirnas.quantification.txt	16567c6c36e82b77ad145f5014242575	49269	validated
caf10ad5-30d3-4df5-8224-1305f9f3bedc	caf10ad5-30d3-4df5-8224-1305f9f3bedc/1043dbdc-43de-4cf1-9c54-3ff679c8493d.mirnaseq.mirnas.quantification.txt	940c45cc498cb472c0378c195520c847	49642	validated
c833602d-ec8f-4211-adb3-f586af444058	c833602d-ec8f-4211-adb3-f586af444058/6087ac57-ce9a-47e6-bef3-7617831f2c47.mirnaseq.mirnas.quantification.txt	47a87ffbafb21f4d895d367033806716	49327	validated
ff29a6da-932b-4618-8a11-fe7ba25083b4	ff29a6da-932b-4618-8a11-fe7ba25083b4/9038e79c-5bb8-4fbe-96e3-97e0835ff489.mirnaseq.mirnas.quantification.txt	3cf7fe0f5e40d0a71c265bb4664c5906	50700	validated
dca24a62-7a20-4f64-a9bd-7be3cf9dec4b	dca24a62-7a20-4f64-a9bd-7be3cf9dec4b/0b3c158d-04ab-4eab-854b-c530b97a93da.mirnaseq.mirnas.quantification.txt	9e52c6cba9c347cc9a81c73c71a1a548	50647	validated
cbef6ecd-ebdd-4061-9e2c-8628d15d900a	cbef6ecd-ebdd-4061-9e2c-8628d15d900a/29fb07c6-7c39-43d4-8268-04c3bdbe3091.mirnaseq.mirnas.quantification.txt	5baeb73e5006a903bf6235eeed46773f	49281	validated
e74cd495-be10-4487-ae67-93e2f008507e	e74cd495-be10-4487-ae67-93e2f008507e/cabf7a12-3777-44e6-9c51-ca26a2a00795.mirnaseq.mirnas.quantification.txt	83b1792f988914eac298193102ed8444	50673	validated
e1721100-833e-409b-9663-1dde4f6e2de3	e1721100-833e-409b-9663-1dde4f6e2de3/121c577d-5727-4c89-8717-03914cb4aa0e.mirnaseq.mirnas.quantification.txt	f9c7814d7fa4317835302a85110b3ef3	50645	validated
