miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	178359	26865.102419	N
hsa-let-7a-2	173107	26074.026455	Y
hsa-let-7a-3	174828	26333.249938	N
hsa-let-7b	66231	9975.961955	N
hsa-let-7c	47964	7224.517812	Y
hsa-let-7d	20556	3096.221919	N
hsa-let-7e	8702	1310.727921	N
hsa-let-7f-1	138305	20832.018513	N
hsa-let-7f-2	147331	22191.548531	N
hsa-let-7g	160053	24107.783950	N
hsa-let-7i	43926	6616.299087	N
hsa-mir-1-1	364434	54892.417736	N
hsa-mir-1-2	384541	57921.009589	N
hsa-mir-100	65518	9868.567217	Y
hsa-mir-101-1	13204	1988.836068	N
hsa-mir-101-2	14179	2135.694230	N
hsa-mir-103a-1	30685	4621.889940	Y
hsa-mir-103a-2	32211	4851.741791	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	3	0.451871	N
hsa-mir-105-2	4	0.602495	N
hsa-mir-106a	238	35.848454	Y
hsa-mir-106b	5815	875.877139	N
hsa-mir-107	4140	623.582348	Y
hsa-mir-10a	3076	463.318672	N
hsa-mir-10b	83153	12524.817147	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	13	1.958109	N
hsa-mir-1180	204	30.727246	N
hsa-mir-1181	1	0.150624	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	7	1.054366	N
hsa-mir-1185-2	6	0.903743	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	1	0.150624	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	1	0.150624	N
hsa-mir-1226	14	2.108733	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	5	0.753119	N
hsa-mir-1229	0	0.000000	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	5	0.753119	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	2	0.301248	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	8	1.204990	N
hsa-mir-124-2	16	2.409980	N
hsa-mir-124-3	10	1.506238	N
hsa-mir-1243	1	0.150624	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	8	1.204990	N
hsa-mir-1245b	2	0.301248	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	542	81.638076	N
hsa-mir-1248	15	2.259356	N
hsa-mir-1249	172	25.907286	N
hsa-mir-1250	8	1.204990	N
hsa-mir-1251	7	1.054366	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	4	0.602495	N
hsa-mir-1254-2	1	0.150624	N
hsa-mir-1255a	19	2.861851	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	1	0.150624	N
hsa-mir-125a	62467	9409.014139	N
hsa-mir-125b-1	67168	10117.096414	N
hsa-mir-125b-2	68477	10314.262910	N
hsa-mir-126	59660	8986.213257	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	14	2.108733	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	9	1.355614	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	0	0.000000	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	4	0.602495	N
hsa-mir-1269b	1	0.150624	N
hsa-mir-127	2346	353.363331	N
hsa-mir-1270	10	1.506238	N
hsa-mir-1271	733	110.407213	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	5	0.753119	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.150624	N
hsa-mir-1276	3	0.451871	N
hsa-mir-1277	2	0.301248	N
hsa-mir-1278	7	1.054366	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	9488	1429.118193	N
hsa-mir-128-2	4813	724.952136	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	1	0.150624	N
hsa-mir-1284	5	0.753119	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	1	0.150624	N
hsa-mir-1287	49	7.380564	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	3	0.451871	N
hsa-mir-129-2	21	3.163099	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	23	3.464346	N
hsa-mir-1292	21	3.163099	N
hsa-mir-1293	15	2.259356	N
hsa-mir-1294	2	0.301248	N
hsa-mir-1295a	13	1.958109	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	324	48.802097	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	263	39.614048	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	7	1.054366	N
hsa-mir-1304	14	2.108733	N
hsa-mir-1305	3	0.451871	N
hsa-mir-1306	33	4.970584	N
hsa-mir-1307	908	136.766370	N
hsa-mir-130a	324	48.802097	N
hsa-mir-130b	533	80.282462	N
hsa-mir-132	837	126.072083	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	3	0.451871	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	99362	14966.277600	Y
hsa-mir-133a-2	97423	14674.218138	Y
hsa-mir-133b	3808	573.575261	Y
hsa-mir-134	114	17.171108	N
hsa-mir-1343	3	0.451871	N
hsa-mir-135a-1	1358	204.547060	N
hsa-mir-135a-2	1589	239.341148	N
hsa-mir-135b	705	106.189748	N
hsa-mir-136	535	80.583709	N
hsa-mir-137	7	1.054366	N
hsa-mir-138-1	32	4.819960	N
hsa-mir-138-2	15	2.259356	N
hsa-mir-139	3896	586.830152	N
hsa-mir-140	19353	2915.021541	N
hsa-mir-141	613	92.332362	N
hsa-mir-142	2249	338.752826	N
hsa-mir-143	175874	26490.802386	N
hsa-mir-144	736	110.859084	N
hsa-mir-145	28988	4366.281426	N
hsa-mir-1468	32	4.819960	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	5760	867.592832	N
hsa-mir-146b	12823	1931.448418	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	10	1.506238	N
hsa-mir-148a	8673	1306.359832	N
hsa-mir-148b	893	134.507014	N
hsa-mir-149	3646	549.174213	N
hsa-mir-150	7540	1135.703117	N
hsa-mir-151a	9692	1459.845439	N
hsa-mir-151b	95	14.309257	N
hsa-mir-152	2159	325.196688	N
hsa-mir-153-1	0	0.000000	N
hsa-mir-153-2	3	0.451871	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	1	0.150624	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	238	35.848454	N
hsa-mir-155	3249	489.376582	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	1042	156.949953	N
hsa-mir-15b	10676	1608.059214	N
hsa-mir-16-1	14851	2236.913394	N
hsa-mir-16-2	16842	2536.805291	N
hsa-mir-17	1958	294.921313	Y
hsa-mir-181a-1	9770	1471.594092	N
hsa-mir-181a-2	10223	1539.826653	N
hsa-mir-181b-1	2114	318.418619	N
hsa-mir-181b-2	2623	395.086111	N
hsa-mir-181c	288	43.379642	N
hsa-mir-181d	106	15.966118	N
hsa-mir-182	9103	1371.128047	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	4569	688.199939	N
hsa-mir-184	6	0.903743	N
hsa-mir-185	2094	315.406144	N
hsa-mir-186	7998	1204.688797	N
hsa-mir-187	44	6.627445	N
hsa-mir-188	24	3.614970	N
hsa-mir-18a	233	35.095335	N
hsa-mir-18b	4	0.602495	N
hsa-mir-1908	8	1.204990	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	166	25.003543	N
hsa-mir-190b	59	8.886802	N
hsa-mir-191	39979	6021.787124	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	651	98.056065	N
hsa-mir-193a	1447	217.952574	N
hsa-mir-193b	4639	698.743602	N
hsa-mir-194-1	90	13.556138	N
hsa-mir-194-2	329	49.555216	N
hsa-mir-195	6858	1032.977716	N
hsa-mir-196a-1	6	0.903743	N
hsa-mir-196a-2	9	1.355614	N
hsa-mir-196b	16	2.409980	N
hsa-mir-197	2032	306.067471	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	10	1.506238	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	41564	6260.525776	Y
hsa-mir-199a-2	75746	11409.146989	Y
hsa-mir-199b	134941	20325.320200	Y
hsa-mir-19a	245	36.902820	N
hsa-mir-19b-1	1498	225.634386	N
hsa-mir-19b-2	1528	230.153099	N
hsa-mir-200a	7478	1126.364444	N
hsa-mir-200b	32535	4900.543887	N
hsa-mir-200c	59044	8893.429024	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	328549	49487.284267	N
hsa-mir-203b	111	16.719237	N
hsa-mir-204	1179	177.585408	N
hsa-mir-205	394507	59422.125937	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	33939	5112.019640	N
hsa-mir-208a	1	0.150624	N
hsa-mir-208b	6	0.903743	N
hsa-mir-20a	7239	1090.365367	N
hsa-mir-20b	72	10.844910	N
hsa-mir-21	321759	48464.548967	N
hsa-mir-210	448	67.479442	N
hsa-mir-211	30	4.518713	N
hsa-mir-2110	82	12.351148	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	0	0.000000	N
hsa-mir-2115	1	0.150624	N
hsa-mir-2116	9	1.355614	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	61	9.188049	N
hsa-mir-214	4819	725.855878	N
hsa-mir-215	3	0.451871	N
hsa-mir-216a	3	0.451871	N
hsa-mir-216b	16	2.409980	N
hsa-mir-217	4	0.602495	N
hsa-mir-218-1	676	101.821659	N
hsa-mir-218-2	621	93.537352	N
hsa-mir-219a-1	15	2.259356	N
hsa-mir-219a-2	0	0.000000	N
hsa-mir-219b	1	0.150624	N
hsa-mir-22	8846	1332.417742	N
hsa-mir-221	30855	4647.495978	N
hsa-mir-222	12943	1949.523268	N
hsa-mir-223	7313	1101.511524	N
hsa-mir-224	13265	1998.024118	N
hsa-mir-2276	1	0.150624	N
hsa-mir-2277	35	5.271831	N
hsa-mir-2278	0	0.000000	N
hsa-mir-2355	72	10.844910	N
hsa-mir-2392	0	0.000000	N
hsa-mir-23a	208425	31393.756254	Y
hsa-mir-23b	120892	18209.207058	Y
hsa-mir-23c	0	0.000000	N
hsa-mir-24-1	27008	4068.046390	N
hsa-mir-24-2	27667	4167.307445	N
hsa-mir-2467	1	0.150624	N
hsa-mir-25	7651	1152.422354	N
hsa-mir-2681	5	0.753119	N
hsa-mir-2682	0	0.000000	N
hsa-mir-26a-1	267849	40344.422304	N
hsa-mir-26a-2	272322	41018.162363	N
hsa-mir-26b	103163	15538.798495	N
hsa-mir-27a	42036	6331.620189	Y
hsa-mir-27b	201523	30354.151093	Y
hsa-mir-28	6314	951.038393	N
hsa-mir-2861	0	0.000000	N
hsa-mir-2909	0	0.000000	N
hsa-mir-296	91	13.706762	N
hsa-mir-297	0	0.000000	N
hsa-mir-298	0	0.000000	N
hsa-mir-299	451	67.931314	N
hsa-mir-29a	49881	7513.263551	N
hsa-mir-29b-1	616	92.784233	Y
hsa-mir-29b-2	767	115.528421	Y
hsa-mir-29c	5148	775.411094	Y
hsa-mir-300	0	0.000000	N
hsa-mir-301a	31	4.669336	N
hsa-mir-301b	3	0.451871	N
hsa-mir-302a	1	0.150624	N
hsa-mir-302b	0	0.000000	N
hsa-mir-302c	0	0.000000	N
hsa-mir-302d	0	0.000000	N
hsa-mir-302e	0	0.000000	N
hsa-mir-302f	0	0.000000	N
hsa-mir-3064	18	2.711228	N
hsa-mir-3065	133	20.032959	N
hsa-mir-3074	1	0.150624	N
hsa-mir-30a	65195	9819.915744	Y
hsa-mir-30b	16015	2412.239445	Y
hsa-mir-30c-1	17386	2618.744614	Y
hsa-mir-30c-2	17448	2628.083287	Y
hsa-mir-30d	87994	13253.986747	N
hsa-mir-30e	17611	2652.634959	Y
hsa-mir-31	3457	520.706323	N
hsa-mir-3115	0	0.000000	N
hsa-mir-3116-1	3	0.451871	N
hsa-mir-3116-2	0	0.000000	N
hsa-mir-3117	1	0.150624	N
hsa-mir-3118-1	0	0.000000	N
hsa-mir-3118-2	0	0.000000	N
hsa-mir-3118-3	0	0.000000	N
hsa-mir-3118-4	0	0.000000	N
hsa-mir-3119-1	0	0.000000	N
hsa-mir-3119-2	0	0.000000	N
hsa-mir-3120	2	0.301248	N
hsa-mir-3121	0	0.000000	N
hsa-mir-3122	0	0.000000	N
hsa-mir-3123	0	0.000000	N
hsa-mir-3124	2	0.301248	N
hsa-mir-3125	0	0.000000	N
hsa-mir-3126	5	0.753119	N
hsa-mir-3127	3	0.451871	N
hsa-mir-3128	10	1.506238	N
hsa-mir-3129	19	2.861851	N
hsa-mir-3130-1	1	0.150624	N
hsa-mir-3130-2	2	0.301248	N
hsa-mir-3131	0	0.000000	N
hsa-mir-3132	0	0.000000	N
hsa-mir-3133	2	0.301248	N
hsa-mir-3134	0	0.000000	N
hsa-mir-3135a	0	0.000000	N
hsa-mir-3135b	0	0.000000	N
hsa-mir-3136	5	0.753119	N
hsa-mir-3137	0	0.000000	N
hsa-mir-3138	1	0.150624	N
hsa-mir-3139	0	0.000000	N
hsa-mir-3140	5	0.753119	N
hsa-mir-3141	0	0.000000	N
hsa-mir-3142	0	0.000000	N
hsa-mir-3143	2	0.301248	N
hsa-mir-3144	6	0.903743	N
hsa-mir-3145	2	0.301248	N
hsa-mir-3146	1	0.150624	N
hsa-mir-3147	0	0.000000	N
hsa-mir-3148	1	0.150624	N
hsa-mir-3149	0	0.000000	N
hsa-mir-3150a	0	0.000000	N
hsa-mir-3150b	3	0.451871	N
hsa-mir-3151	0	0.000000	N
hsa-mir-3152	0	0.000000	N
hsa-mir-3153	0	0.000000	N
hsa-mir-3154	0	0.000000	N
hsa-mir-3155a	0	0.000000	N
hsa-mir-3155b	0	0.000000	N
hsa-mir-3156-1	0	0.000000	N
hsa-mir-3156-2	0	0.000000	N
hsa-mir-3156-3	0	0.000000	N
hsa-mir-3157	3	0.451871	N
hsa-mir-3158-1	3	0.451871	N
hsa-mir-3158-2	2	0.301248	N
hsa-mir-3159	0	0.000000	N
hsa-mir-3160-1	0	0.000000	N
hsa-mir-3160-2	1	0.150624	N
hsa-mir-3161	0	0.000000	N
hsa-mir-3162	0	0.000000	N
hsa-mir-3163	0	0.000000	N
hsa-mir-3164	0	0.000000	N
hsa-mir-3165	1	0.150624	N
hsa-mir-3166	3	0.451871	N
hsa-mir-3167	0	0.000000	N
hsa-mir-3168	0	0.000000	N
hsa-mir-3169	0	0.000000	N
hsa-mir-3170	0	0.000000	N
hsa-mir-3171	0	0.000000	N
hsa-mir-3173	10	1.506238	N
hsa-mir-3174	5	0.753119	N
hsa-mir-3175	0	0.000000	N
hsa-mir-3176	0	0.000000	N
hsa-mir-3177	3	0.451871	N
hsa-mir-3178	0	0.000000	N
hsa-mir-3179-1	0	0.000000	N
hsa-mir-3179-2	0	0.000000	N
hsa-mir-3179-3	0	0.000000	N
hsa-mir-3179-4	0	0.000000	N
hsa-mir-3180-1	0	0.000000	N
hsa-mir-3180-2	0	0.000000	N
hsa-mir-3180-3	0	0.000000	N
hsa-mir-3180-4	0	0.000000	N
hsa-mir-3180-5	0	0.000000	N
hsa-mir-3181	0	0.000000	N
hsa-mir-3182	1	0.150624	N
hsa-mir-3183	0	0.000000	N
hsa-mir-3184	0	0.000000	N
hsa-mir-3185	0	0.000000	N
hsa-mir-3186	0	0.000000	N
hsa-mir-3187	3	0.451871	N
hsa-mir-3188	7	1.054366	N
hsa-mir-3189	0	0.000000	N
hsa-mir-3190	4	0.602495	N
hsa-mir-3191	1	0.150624	N
hsa-mir-3192	0	0.000000	N
hsa-mir-3193	0	0.000000	N
hsa-mir-3194	2	0.301248	N
hsa-mir-3195	0	0.000000	N
hsa-mir-3196	0	0.000000	N
hsa-mir-3197	0	0.000000	N
hsa-mir-3198-1	0	0.000000	N
hsa-mir-3198-2	0	0.000000	N
hsa-mir-3199-1	6	0.903743	N
hsa-mir-3199-2	8	1.204990	N
hsa-mir-32	277	41.722780	N
hsa-mir-3200	19	2.861851	N
hsa-mir-3201	0	0.000000	N
hsa-mir-3202-1	1	0.150624	N
hsa-mir-3202-2	1	0.150624	N
hsa-mir-320a	17892	2694.960235	Y
hsa-mir-320b-1	186	28.016019	Y
hsa-mir-320b-2	252	37.957186	Y
hsa-mir-320c-1	7	1.054366	N
hsa-mir-320c-2	17	2.560604	N
hsa-mir-320d-1	25	3.765594	N
hsa-mir-320d-2	12	1.807485	N
hsa-mir-320e	9	1.355614	N
hsa-mir-323a	163	24.551672	N
hsa-mir-323b	16	2.409980	N
hsa-mir-324	251	37.806563	N
hsa-mir-325	0	0.000000	N
hsa-mir-326	15	2.259356	N
hsa-mir-328	605	91.127372	N
hsa-mir-329-1	114	17.171108	N
hsa-mir-329-2	127	19.129217	N
hsa-mir-330	310	46.693364	N
hsa-mir-331	266	40.065919	N
hsa-mir-335	2483	373.998785	N
hsa-mir-337	571	86.006164	N
hsa-mir-338	1168	175.928547	N
hsa-mir-339	1277	192.346536	N
hsa-mir-33a	94	14.158633	N
hsa-mir-33b	55	8.284307	N
hsa-mir-340	2181	328.510411	N
hsa-mir-342	4441	668.920098	N
hsa-mir-345	407	61.303869	N
