miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	125610	15947.057951	N
hsa-let-7a-2	122096	15500.931356	Y
hsa-let-7a-3	122563	15560.220235	N
hsa-let-7b	69604	8836.709033	N
hsa-let-7c	29932	3800.074346	Y
hsa-let-7d	13775	1748.831489	N
hsa-let-7e	9188	1166.480125	N
hsa-let-7f-1	161414	20492.623295	N
hsa-let-7f-2	174482	22151.696246	N
hsa-let-7g	178049	22604.551558	N
hsa-let-7i	32729	4155.172834	N
hsa-mir-1-1	4037	512.525061	N
hsa-mir-1-2	4481	568.893931	N
hsa-mir-100	50470	6407.515443	Y
hsa-mir-101-1	15752	1999.825307	N
hsa-mir-101-2	17322	2199.147662	N
hsa-mir-103a-1	45651	5795.710075	Y
hsa-mir-103a-2	47163	5987.668929	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	3	0.380871	N
hsa-mir-105-2	3	0.380871	N
hsa-mir-106a	1083	137.494338	Y
hsa-mir-106b	4716	598.728806	N
hsa-mir-107	9914	1258.650844	Y
hsa-mir-10a	319133	40516.140794	N
hsa-mir-10b	722916	91779.184348	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	5	0.634785	N
hsa-mir-1180	621	78.840244	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	14	1.777397	N
hsa-mir-1185-2	4	0.507828	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	2	0.253914	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	2	0.253914	N
hsa-mir-1226	30	3.808707	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	0	0.000000	N
hsa-mir-1229	16	2.031311	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	2	0.253914	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	52	6.601760	N
hsa-mir-124-2	59	7.490458	N
hsa-mir-124-3	51	6.474803	N
hsa-mir-1243	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	3	0.380871	N
hsa-mir-1245b	2	0.253914	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	38	4.824363	N
hsa-mir-1248	33	4.189578	N
hsa-mir-1249	61	7.744372	N
hsa-mir-1250	4	0.507828	N
hsa-mir-1251	11	1.396526	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	4	0.507828	N
hsa-mir-1254-2	2	0.253914	N
hsa-mir-1255a	3	0.380871	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	1	0.126957	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	203837	25878.516453	N
hsa-mir-125b-1	71038	9018.765248	N
hsa-mir-125b-2	71357	9059.264503	N
hsa-mir-126	65320	8292.825614	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	10	1.269569	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	7	0.888698	N
hsa-mir-1263	19	2.412181	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	1	0.126957	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	110	13.965261	N
hsa-mir-1269b	31	3.935664	N
hsa-mir-127	1649	209.351951	N
hsa-mir-1270	52	6.601760	N
hsa-mir-1271	569	72.238484	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	4	0.507828	N
hsa-mir-1277	0	0.000000	N
hsa-mir-1278	3	0.380871	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	3340	424.036092	N
hsa-mir-128-2	1904	241.725964	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	15	1.904354	N
hsa-mir-1285-1	1	0.126957	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	36	4.570449	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	165	20.947891	N
hsa-mir-129-2	119	15.107873	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	24	3.046966	N
hsa-mir-1292	16	2.031311	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	3	0.380871	N
hsa-mir-1295a	20	2.539138	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	542	68.810647	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	1	0.126957	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	523	66.398466	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	6	0.761741	N
hsa-mir-1304	2	0.253914	N
hsa-mir-1305	3	0.380871	N
hsa-mir-1306	111	14.092217	N
hsa-mir-1307	1113	141.303045	N
hsa-mir-130a	704	89.377667	N
hsa-mir-130b	303	38.467945	N
hsa-mir-132	1423	180.659688	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	5	0.634785	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	834	105.882066	Y
hsa-mir-133a-2	829	105.247282	Y
hsa-mir-133b	19	2.412181	Y
hsa-mir-134	78	9.902639	N
hsa-mir-1343	13	1.650440	N
hsa-mir-135a-1	5243	665.635099	N
hsa-mir-135a-2	5757	730.890953	N
hsa-mir-135b	1736	220.397202	N
hsa-mir-136	204	25.899210	N
hsa-mir-137	5	0.634785	N
hsa-mir-138-1	549	69.699346	N
hsa-mir-138-2	164	20.820934	N
hsa-mir-139	5297	672.490773	N
hsa-mir-140	41721	5296.769404	N
hsa-mir-141	180	22.852244	N
hsa-mir-142	859	109.055989	N
hsa-mir-143	278187	35317.762999	N
hsa-mir-144	647	82.141123	N
hsa-mir-145	57491	7298.879935	N
hsa-mir-1468	157	19.932235	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	5205	660.810737	N
hsa-mir-146b	20293	2576.336653	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	4	0.507828	N
hsa-mir-148a	16213	2058.352445	N
hsa-mir-148b	2688	341.260184	N
hsa-mir-149	513	65.128897	N
hsa-mir-150	2816	357.510669	N
hsa-mir-151a	18728	2377.649083	N
hsa-mir-151b	97	12.314821	N
hsa-mir-152	2910	369.444619	N
hsa-mir-153-1	1	0.126957	N
hsa-mir-153-2	0	0.000000	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	0	0.000000	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	122	15.488743	N
hsa-mir-155	1593	202.242364	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	924	117.308188	N
hsa-mir-15b	6051	768.216286	N
hsa-mir-16-1	11024	1399.573019	N
hsa-mir-16-2	11850	1504.439429	N
hsa-mir-17	2264	287.430453	Y
hsa-mir-181a-1	17147	2176.930202	N
hsa-mir-181a-2	17555	2228.728623	N
hsa-mir-181b-1	3310	420.227385	N
hsa-mir-181b-2	4132	524.585968	N
hsa-mir-181c	306	38.848816	N
hsa-mir-181d	192	24.375727	N
hsa-mir-182	6170	783.324159	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
