miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	132619	16325.786468	N
hsa-let-7a-2	125399	15436.983368	Y
hsa-let-7a-3	125724	15476.991818	N
hsa-let-7b	89098	10968.224181	N
hsa-let-7c	32299	3976.101291	Y
hsa-let-7d	17824	2194.186489	N
hsa-let-7e	12147	1495.331199	N
hsa-let-7f-1	151168	18609.222576	N
hsa-let-7f-2	165651	20392.122201	N
hsa-let-7g	165984	20433.115474	N
hsa-let-7i	28885	3555.827914	N
hsa-mir-1-1	2741	337.425110	N
hsa-mir-1-2	2956	363.892239	N
hsa-mir-100	55040	6775.584850	Y
hsa-mir-101-1	25378	3124.105965	N
hsa-mir-101-2	26946	3317.131347	N
hsa-mir-103a-1	62146	7650.354216	Y
hsa-mir-103a-2	64990	8000.458928	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	0	0.000000	N
hsa-mir-105-2	1	0.123103	N
hsa-mir-106a	835	102.790940	Y
hsa-mir-106b	5052	621.915964	N
hsa-mir-107	15124	1861.808599	Y
hsa-mir-10a	273475	33665.571707	N
hsa-mir-10b	738227	90877.901105	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	17	2.092750	N
hsa-mir-1180	868	106.853337	N
hsa-mir-1181	1	0.123103	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	16	1.969647	N
hsa-mir-1185-2	8	0.984823	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	4	0.492412	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	7	0.861720	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	29	3.569985	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	4	0.492412	N
hsa-mir-1229	16	1.969647	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	1	0.123103	N
hsa-mir-124-1	63	7.755484	N
hsa-mir-124-2	58	7.139970	N
hsa-mir-124-3	58	7.139970	N
hsa-mir-1243	1	0.123103	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	5	0.615515	N
hsa-mir-1245b	3	0.369309	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	70	8.617205	N
hsa-mir-1248	18	2.215853	N
hsa-mir-1249	93	11.448572	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	18	2.215853	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	4	0.492412	N
hsa-mir-1254-2	2	0.246206	N
hsa-mir-1255a	5	0.615515	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	203268	25022.884833	N
hsa-mir-125b-1	61393	7557.657716	N
hsa-mir-125b-2	62295	7668.696552	N
hsa-mir-126	60824	7487.612153	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	12	1.477235	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	9	1.107926	N
hsa-mir-1263	6	0.738618	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	3	0.369309	N
hsa-mir-1267	1	0.123103	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	49	6.032043	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	1946	239.558287	N
hsa-mir-1270	100	12.310292	N
hsa-mir-1271	455	56.011830	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	2	0.246206	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	1	0.123103	N
hsa-mir-1275	5	0.615515	N
hsa-mir-1276	3	0.369309	N
hsa-mir-1277	4	0.492412	N
hsa-mir-1278	5	0.615515	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	5587	687.776028	N
hsa-mir-128-2	3139	386.420073	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	3	0.369309	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	39	4.801014	N
hsa-mir-1288	3	0.369309	N
hsa-mir-1289-1	5	0.615515	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	65	8.001690	N
hsa-mir-129-2	56	6.893764	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	18	2.215853	N
hsa-mir-1292	20	2.462058	N
hsa-mir-1293	0	0.000000	N
