miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	172365	24556.115779	N
hsa-let-7a-2	168347	23983.688237	Y
hsa-let-7a-3	169537	24153.222526	N
hsa-let-7b	55363	7887.333495	N
hsa-let-7c	24513	3492.263894	Y
hsa-let-7d	26482	3772.779033	N
hsa-let-7e	13228	1884.537461	N
hsa-let-7f-1	204463	29128.982685	N
hsa-let-7f-2	217996	31056.972212	N
hsa-let-7g	188435	26845.541013	N
hsa-let-7i	67826	9662.884627	N
hsa-mir-1-1	4235	603.342618	N
hsa-mir-1-2	4336	617.731663	N
hsa-mir-100	76426	10888.090416	Y
hsa-mir-101-1	17476	2489.732134	N
hsa-mir-101-2	18820	2681.206155	N
hsa-mir-103a-1	50780	7234.412782	Y
hsa-mir-103a-2	53169	7574.763553	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	6	0.854795	N
hsa-mir-105-2	3	0.427397	N
hsa-mir-106a	230	32.767132	Y
hsa-mir-106b	6889	981.446823	N
hsa-mir-107	6020	857.644052	Y
hsa-mir-10a	99431	14165.515899	N
hsa-mir-10b	28660	4083.069522	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	11	1.567124	N
hsa-mir-1180	261	37.183571	N
hsa-mir-1181	1	0.142466	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	18	2.564384	N
hsa-mir-1185-2	4	0.569863	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	5	0.712329	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	4	0.569863	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	14	1.994521	N
hsa-mir-1227	1	0.142466	N
hsa-mir-1228	37	5.271234	N
hsa-mir-1229	2	0.284932	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.142466	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	28	3.989042	N
hsa-mir-124-2	27	3.846576	N
hsa-mir-124-3	30	4.273974	N
hsa-mir-1243	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	5	0.712329	N
hsa-mir-1245b	1	0.142466	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	157	22.367129	N
hsa-mir-1248	53	7.550687	N
hsa-mir-1249	128	18.235621	N
hsa-mir-1250	8	1.139726	N
hsa-mir-1251	3	0.427397	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	5	0.712329	N
hsa-mir-1254-2	2	0.284932	N
hsa-mir-1255a	14	1.994521	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	7	0.997261	N
hsa-mir-125a	102423	14591.773541	N
hsa-mir-125b-1	35718	5088.593063	N
hsa-mir-125b-2	36243	5163.387603	N
hsa-mir-126	114884	16367.039742	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	15	2.136987	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	17	2.421918	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	9	1.282192	N
hsa-mir-1267	1	0.142466	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	6	0.854795	N
hsa-mir-1269b	1	0.142466	N
hsa-mir-127	1729	246.323350	N
hsa-mir-1270	23	3.276713	N
hsa-mir-1271	381	54.279466	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	3	0.427397	N
hsa-mir-1276	1	0.142466	N
hsa-mir-1277	1	0.142466	N
hsa-mir-1278	9	1.282192	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	2738	390.071331	N
hsa-mir-128-2	1770	252.164447	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	1	0.142466	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	8	1.139726	N
hsa-mir-1285-1	2	0.284932	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	41	5.841097	N
hsa-mir-1288	1	0.142466	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	7	0.997261	N
hsa-mir-129-2	24	3.419179	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	24	3.419179	N
hsa-mir-1292	13	1.852055	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	14	1.994521	N
hsa-mir-1295a	6	0.854795	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	181	25.786308	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	14	1.994521	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	611	87.046597	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	3	0.427397	N
hsa-mir-1304	11	1.567124	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	50	7.123289	N
hsa-mir-1307	791	112.690439	N
hsa-mir-130a	622	88.613721	N
hsa-mir-130b	519	73.939745	N
hsa-mir-132	2521	359.156255	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	2	0.284932	N
hsa-mir-1323	4	0.569863	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	649	92.460297	Y
hsa-mir-133a-2	650	92.602763	Y
hsa-mir-133b	23	3.276713	Y
hsa-mir-134	72	10.257537	N
hsa-mir-1343	21	2.991782	N
hsa-mir-135a-1	335	47.726039	N
hsa-mir-135a-2	355	50.575355	N
hsa-mir-135b	3309	471.419297	N
hsa-mir-136	281	40.032887	N
hsa-mir-137	2	0.284932	N
hsa-mir-138-1	140	19.945211	N
hsa-mir-138-2	35	4.986303	N
hsa-mir-139	3692	525.983694	N
hsa-mir-140	41531	5916.746697	N
hsa-mir-141	616	87.758926	N
hsa-mir-142	6401	911.923518	N
hsa-mir-143	261174	37208.360063	N
hsa-mir-144	1076	153.293189	N
hsa-mir-145	35299	5028.899898	N
hsa-mir-1468	37	5.271234	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	8788	1251.989357	N
hsa-mir-146b	272621	38839.165954	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	12	1.709589	N
hsa-mir-148a	46919	6684.352370	N
hsa-mir-148b	3764	536.241231	N
hsa-mir-149	233	33.194529	N
hsa-mir-150	8700	1239.452367	N
hsa-mir-151a	13983	1992.099132	N
hsa-mir-151b	64	9.117811	N
hsa-mir-152	2388	340.208305	N
hsa-mir-153-1	0	0.000000	N
hsa-mir-153-2	2	0.284932	N
hsa-mir-1537	1	0.142466	N
hsa-mir-1538	1	0.142466	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	158	22.509595	N
hsa-mir-155	10792	1537.490798	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	1357	193.326076	N
hsa-mir-15b	14646	2086.553951	N
hsa-mir-16-1	20922	2980.669244	N
hsa-mir-16-2	23038	3282.126855	N
hsa-mir-17	1660	236.493210	Y
hsa-mir-181a-1	31267	4454.477835	Y
hsa-mir-181a-2	31587	4500.066888	N
hsa-mir-181b-1	7199	1025.611217	N
hsa-mir-181b-2	8572	1221.216746	N
hsa-mir-181c	415	59.123303	Y
hsa-mir-181d	208	29.632884	N
hsa-mir-182	10276	1463.978451	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	7523	1071.770133	N
hsa-mir-184	104	14.816442	N
hsa-mir-185	3761	535.813834	N
hsa-mir-186	13109	1867.584032	N
hsa-mir-187	32	4.558905	N
hsa-mir-188	16	2.279453	N
hsa-mir-18a	215	30.630145	N
hsa-mir-18b	1	0.142466	N
hsa-mir-1908	17	2.421918	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	72	10.257537	N
hsa-mir-190b	22	3.134247	N
hsa-mir-191	46577	6635.629070	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	1	0.142466	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	612	87.189063	N
hsa-mir-193a	790	112.547974	N
hsa-mir-193b	776	110.553453	N
hsa-mir-194-1	106	15.101374	N
hsa-mir-194-2	409	58.268508	N
hsa-mir-195	9750	1389.041446	N
hsa-mir-196a-1	17	2.421918	N
hsa-mir-196a-2	22	3.134247	N
hsa-mir-196b	47	6.695892	N
