id	filename	md5	size	state
ff29a6da-932b-4618-8a11-fe7ba25083b4	ff29a6da-932b-4618-8a11-fe7ba25083b4/9038e79c-5bb8-4fbe-96e3-97e0835ff489.mirnaseq.mirnas.quantification.txt	3cf7fe0f5e40d0a71c265bb4664c5906	50700	validated
dca24a62-7a20-4f64-a9bd-7be3cf9dec4b	dca24a62-7a20-4f64-a9bd-7be3cf9dec4b/0b3c158d-04ab-4eab-854b-c530b97a93da.mirnaseq.mirnas.quantification.txt	9e52c6cba9c347cc9a81c73c71a1a548	50647	validated
d542edf0-cad3-4fe7-971a-bbf4588bdd19	d542edf0-cad3-4fe7-971a-bbf4588bdd19/db763e0e-6a5e-4ad7-ac29-ab031de31b55.mirnaseq.mirnas.quantification.txt	a58b3113118fd5fb7885ed3dc2204be3	50656	validated
e74cd495-be10-4487-ae67-93e2f008507e	e74cd495-be10-4487-ae67-93e2f008507e/cabf7a12-3777-44e6-9c51-ca26a2a00795.mirnaseq.mirnas.quantification.txt	83b1792f988914eac298193102ed8444	50673	validated
d126e8af-620e-41a3-8eac-ee30dfe59cb8	d126e8af-620e-41a3-8eac-ee30dfe59cb8/c5775b7b-47c2-4322-ad34-e7893e64339a.mirnaseq.mirnas.quantification.txt	66d9dc6540b8ffa54fd2f8431498828b	50815	validated
0ff6d96e-e1ba-4215-b4d5-d61fc1ffee79	0ff6d96e-e1ba-4215-b4d5-d61fc1ffee79/9eb138c6-09fd-45bc-8473-28cb171de845.mirnaseq.mirnas.quantification.txt	eb97dc5c27ebabb428f885b7231baa34	50778	validated
fe023797-c9b7-4acd-bf1a-721d778ba699	fe023797-c9b7-4acd-bf1a-721d778ba699/cf25215f-74d1-496b-a813-ae2a1d68ba7f.mirnaseq.mirnas.quantification.txt	53915d275defbf7746d47cc071c1d8aa	50675	validated
f1888bfc-480f-4e92-b8bd-2b4b17bda323	f1888bfc-480f-4e92-b8bd-2b4b17bda323/fcbe7d89-0008-4efb-bb3a-9f0aceb3fea0.mirnaseq.mirnas.quantification.txt	0ae071e0a5536df2eaf37198b0ff47e1	50826	validated
01dfaa05-c716-4220-85d4-b2a3753cab2a	01dfaa05-c716-4220-85d4-b2a3753cab2a/74de1a15-5d5b-4931-b62e-805d6a46e48f.mirnaseq.mirnas.quantification.txt	803ce70d284f6b18d5342d6526249b6d	50618	validated
038f58e0-2799-497b-9992-749c3b1c98b0	038f58e0-2799-497b-9992-749c3b1c98b0/d434c520-a69c-41c3-b21e-4d09a9bc13bf.mirnaseq.mirnas.quantification.txt	ddb05de1fc41df5eeaa5ed8351eec51e	50609	validated
03affa9c-d8fb-4b11-a2fd-b3d368e8e578	03affa9c-d8fb-4b11-a2fd-b3d368e8e578/bdfbafa8-bb93-4ed8-9307-5e232771fdf1.mirnaseq.mirnas.quantification.txt	11885820ec14446f251c56136c799f59	50796	validated
